Id,Area,Type,Bedrooms,Floors,Parking,YearBuilt,Range,Location,Condition,Garage, Price 
I1366,1090,2 BHK,2,2,No,1937,1921-1940,Rural,Poor,No," $7,39,834.00 "
I1367,1550,2 BHK,2,1,No,1937,1921-1940,Rural,Excellent,No," $3,36,788.00 "
I1368,4133,4 BHK,4,1,No,1952,1941-1960,Suburban,Fair,Yes," $6,12,781.00 "
I1369,4944,4 BHK,4,1,No,1992,1981-2000,Rural,Poor,Yes," $3,95,968.00 "
I1370,1459,2 BHK,2,1,No,2004,2001-2020,Rural,Excellent,Yes," $5,64,922.00 "
I1371,1192,2 BHK,2,1,No,1999,1981-2000,Urban,Poor,No," $9,71,463.00 "
I1372,4399,4 BHK,4,2,No,1989,1981-2000,Downtown,Good,Yes," $8,83,721.00 "
I1373,4973,4 BHK,4,1,No,1930,1921-1940,Rural,Poor,No," $9,78,647.00 "
I1374,3446,4 BHK,4,2,No,1943,1941-1960,Suburban,Poor,Yes," $4,82,809.00 "
I1375,1026,2 BHK,2,3,Yes,1959,1941-1960,Rural,Good,No," $4,82,331.00 "
I1376,3724,4 BHK,4,1,No,1975,1961-1980,Downtown,Fair,Yes," $8,16,505.00 "
I1377,2753,4 BHK,4,2,No,2018,2001-2020,Rural,Good,Yes," $7,27,900.00 "
I1378,3844,4 BHK,4,3,Yes,1916,1900-1920,Urban,Fair,No," $3,47,625.00 "
I1379,4465,4 BHK,4,3,Yes,1978,1961-1980,Downtown,Good,Yes," $2,76,577.00 "
I1380,2375,3 BHK,3,3,Yes,1972,1961-1980,Rural,Poor,Yes," $6,51,385.00 "
I1381,2263,3 BHK,3,2,No,1938,1921-1940,Urban,Poor,No," $8,59,010.00 "
I1382,1020,2 BHK,2,1,No,1941,1941-1960,Downtown,Fair,Yes," $9,80,291.00 "
I1383,1516,2 BHK,2,1,No,1947,1941-1960,Rural,Fair,Yes," $3,84,192.00 "
I1384,616,1 BHK,1,2,No,1911,1900-1920,Urban,Excellent,No," $5,64,771.00 "
I1385,2933,4 BHK,4,1,No,1995,1981-2000,Suburban,Excellent,No," $2,33,951.00 "
I1386,1083,2 BHK,2,2,No,1988,1981-2000,Urban,Poor,No," $1,91,668.00 "
I1387,894,2 BHK,2,1,No,2002,2001-2020,Suburban,Poor,No," $5,03,885.00 "
I1388,4288,4 BHK,4,3,Yes,1917,1900-1920,Rural,Excellent,No," $4,63,146.00 "
I1389,3268,4 BHK,4,1,No,1978,1961-1980,Urban,Excellent,Yes," $2,29,022.00 "
I1390,4667,4 BHK,4,2,No,1995,1981-2000,Suburban,Fair,No," $9,32,169.00 "
I1391,4360,4 BHK,4,2,No,1905,1900-1920,Downtown,Good,No," $3,30,831.00 "
I1392,773,1 BHK,1,3,Yes,2021,2021-2040,Urban,Fair,Yes," $4,96,049.00 "
I1393,2513,4 BHK,4,2,No,2007,2001-2020,Rural,Excellent,Yes," $1,72,540.00 "
I1394,4933,4 BHK,4,1,No,1942,1941-1960,Downtown,Poor,Yes," $7,41,349.00 "
I1395,1889,3 BHK,3,1,No,2015,2001-2020,Suburban,Excellent,Yes," $8,66,615.00 "
I1396,4066,4 BHK,4,3,Yes,1934,1921-1940,Urban,Poor,Yes," $3,32,902.00 "
I1397,665,1 BHK,1,2,No,1997,1981-2000,Urban,Poor,No," $7,06,442.00 "
I1398,2067,3 BHK,3,3,Yes,2001,2001-2020,Rural,Poor,Yes," $8,12,301.00 "
I1399,1228,2 BHK,2,1,No,2019,2001-2020,Downtown,Poor,No," $6,70,656.00 "
I1400,2543,4 BHK,4,3,Yes,1953,1941-1960,Urban,Good,Yes," $6,20,179.00 "
I1401,4697,4 BHK,4,2,No,2020,2001-2020,Urban,Excellent,No," $96,901.00 "
I1402,3996,4 BHK,4,3,Yes,1961,1961-1980,Downtown,Fair,Yes," $5,26,728.00 "
I1403,1278,2 BHK,2,2,No,1968,1961-1980,Urban,Poor,No," $4,16,056.00 "
I1404,713,1 BHK,1,2,No,1981,1981-2000,Downtown,Poor,No," $6,45,350.00 "
I1405,4262,4 BHK,4,1,No,1915,1900-1920,Downtown,Fair,No," $5,39,838.00 "
I1406,2076,3 BHK,3,1,No,1907,1900-1920,Downtown,Fair,No," $7,26,923.00 "
I1407,2948,4 BHK,4,1,No,1988,1981-2000,Rural,Poor,No," $9,08,440.00 "
I1408,3436,4 BHK,4,2,No,1995,1981-2000,Downtown,Fair,No," $4,45,991.00 "
I1409,3617,4 BHK,4,3,Yes,1989,1981-2000,Downtown,Fair,No," $9,83,332.00 "
I1410,1091,2 BHK,2,2,No,2015,2001-2020,Suburban,Good,No," $5,53,528.00 "
I1411,3220,4 BHK,4,1,No,1985,1981-2000,Suburban,Fair,No," $5,69,149.00 "
I1412,1213,2 BHK,2,1,No,1930,1921-1940,Rural,Excellent,No," $8,54,406.00 "
I1413,1435,2 BHK,2,3,Yes,2006,2001-2020,Downtown,Excellent,Yes," $7,27,748.00 "
I1414,4837,4 BHK,4,1,No,1909,1900-1920,Suburban,Excellent,No," $6,54,879.00 "
I1415,501,1 BHK,1,1,No,1955,1941-1960,Suburban,Poor,No," $3,02,990.00 "
I1416,3348,4 BHK,4,1,No,2020,2001-2020,Urban,Excellent,Yes," $3,30,759.00 "
I1417,4544,4 BHK,4,3,Yes,1975,1961-1980,Downtown,Good,No," $72,838.00 "
I1418,2449,3 BHK,3,2,No,2016,2001-2020,Suburban,Excellent,No," $3,52,872.00 "
I1419,1417,2 BHK,2,1,No,1991,1981-2000,Rural,Poor,Yes," $6,90,537.00 "
I1420,3674,4 BHK,4,3,Yes,1969,1961-1980,Urban,Good,Yes," $6,52,288.00 "
I1421,2741,4 BHK,4,1,No,2022,2021-2040,Urban,Excellent,No," $3,64,942.00 "
I1422,589,1 BHK,1,3,Yes,1919,1900-1920,Downtown,Good,Yes," $5,15,992.00 "
I1423,2209,3 BHK,3,1,No,1904,1900-1920,Downtown,Good,No," $9,87,126.00 "
I1424,2669,4 BHK,4,3,Yes,1922,1921-1940,Urban,Poor,No," $1,94,608.00 "
I1425,4738,4 BHK,4,1,No,1908,1900-1920,Rural,Poor,No," $1,86,772.00 "
I1426,3541,4 BHK,4,2,No,1957,1941-1960,Downtown,Good,Yes," $7,44,199.00 "
I1427,605,1 BHK,1,1,No,1958,1941-1960,Downtown,Excellent,No," $8,46,680.00 "
I1428,1386,2 BHK,2,3,Yes,1992,1981-2000,Urban,Poor,No," $95,291.00 "
I1429,927,2 BHK,2,1,No,1979,1961-1980,Urban,Good,Yes," $9,19,061.00 "
I1430,2395,3 BHK,3,2,No,1953,1941-1960,Downtown,Fair,No," $2,65,963.00 "
I1431,816,2 BHK,2,1,No,1945,1941-1960,Suburban,Fair,No," $1,75,612.00 "
I1432,1134,2 BHK,2,3,Yes,1921,1921-1940,Downtown,Poor,No," $5,91,465.00 "
I1433,2425,3 BHK,3,3,Yes,1963,1961-1980,Suburban,Excellent,No," $4,62,699.00 "
I1434,2556,4 BHK,4,2,No,1907,1900-1920,Urban,Fair,No," $93,815.00 "
I1435,3644,4 BHK,4,3,Yes,2022,2021-2040,Suburban,Fair,No," $8,74,965.00 "
I1436,2770,4 BHK,4,1,No,1919,1900-1920,Rural,Fair,Yes," $8,36,458.00 "
I1437,1939,3 BHK,3,1,No,1950,1941-1960,Urban,Excellent,No," $1,54,997.00 "
I1438,1052,2 BHK,2,1,No,1977,1961-1980,Downtown,Excellent,No," $1,10,611.00 "
I1439,1215,2 BHK,2,3,Yes,1938,1921-1940,Downtown,Poor,Yes," $6,61,530.00 "
I1440,4411,4 BHK,4,1,No,1936,1921-1940,Urban,Poor,No," $4,67,876.00 "
I1441,2213,3 BHK,3,1,No,1949,1941-1960,Urban,Fair,No," $7,60,463.00 "
I1442,3889,4 BHK,4,1,No,1933,1921-1940,Rural,Excellent,Yes," $4,17,057.00 "
I1443,1607,3 BHK,3,2,No,1974,1961-1980,Urban,Good,Yes," $92,082.00 "
I1444,4706,4 BHK,4,3,Yes,2017,2001-2020,Downtown,Fair,Yes," $1,97,330.00 "
I1445,750,1 BHK,1,3,Yes,2003,2001-2020,Rural,Poor,Yes," $6,77,901.00 "
I1446,2930,4 BHK,4,3,Yes,1932,1921-1940,Downtown,Excellent,Yes," $9,34,747.00 "
I1447,2554,4 BHK,4,2,No,1930,1921-1940,Suburban,Poor,Yes," $9,26,122.00 "
I1448,958,2 BHK,2,3,Yes,2022,2021-2040,Urban,Poor,Yes," $1,45,220.00 "
I1449,707,1 BHK,1,2,No,1953,1941-1960,Suburban,Excellent,No," $5,89,677.00 "
I1450,1399,2 BHK,2,2,No,1943,1941-1960,Downtown,Fair,No," $1,41,860.00 "
I1451,3961,4 BHK,4,3,Yes,1933,1921-1940,Suburban,Excellent,No," $7,33,045.00 "
I1452,3885,4 BHK,4,1,No,2013,2001-2020,Suburban,Fair,Yes," $5,02,436.00 "
I1453,521,1 BHK,1,1,No,1970,1961-1980,Downtown,Poor,No," $9,94,699.00 "
I1454,909,2 BHK,2,3,Yes,2021,2021-2040,Downtown,Excellent,Yes," $71,797.00 "
I1455,1394,2 BHK,2,3,Yes,2012,2001-2020,Urban,Good,No," $9,48,407.00 "
I1456,1014,2 BHK,2,2,No,2017,2001-2020,Suburban,Fair,No," $9,33,601.00 "
I1457,4609,4 BHK,4,3,Yes,1961,1961-1980,Rural,Good,No," $8,20,227.00 "
I1458,2634,4 BHK,4,2,No,1922,1921-1940,Rural,Fair,No," $6,40,620.00 "
I1459,4095,4 BHK,4,3,Yes,1945,1941-1960,Downtown,Excellent,Yes," $8,10,943.00 "
I1460,3456,4 BHK,4,1,No,1955,1941-1960,Downtown,Good,Yes," $2,74,997.00 "
I1461,2060,3 BHK,3,1,No,1906,1900-1920,Suburban,Excellent,No," $5,06,123.00 "
I1462,1766,3 BHK,3,3,Yes,2017,2001-2020,Downtown,Fair,Yes," $4,50,404.00 "
I1463,2669,4 BHK,4,2,No,1988,1981-2000,Rural,Fair,Yes," $3,35,840.00 "
I1464,4138,4 BHK,4,1,No,1960,1941-1960,Urban,Fair,No," $52,024.00 "
I1465,1249,2 BHK,2,2,No,1902,1900-1920,Urban,Fair,Yes," $4,79,201.00 "
I1466,3927,4 BHK,4,3,Yes,2022,2021-2040,Suburban,Poor,Yes," $7,11,944.00 "
I1467,2427,3 BHK,3,3,Yes,1937,1921-1940,Urban,Fair,Yes," $4,03,142.00 "
I1468,4304,4 BHK,4,1,No,1983,1981-2000,Downtown,Good,Yes," $2,08,116.00 "
I1469,4202,4 BHK,4,3,Yes,1933,1921-1940,Downtown,Fair,No," $8,31,627.00 "
I1470,2856,4 BHK,4,1,No,2012,2001-2020,Downtown,Excellent,No," $3,17,429.00 "
I1471,2835,4 BHK,4,2,No,1943,1941-1960,Downtown,Poor,Yes," $5,06,331.00 "
I1472,806,2 BHK,2,1,No,2007,2001-2020,Suburban,Good,No," $8,43,802.00 "
I1473,4165,4 BHK,4,1,No,1929,1921-1940,Urban,Poor,No," $67,903.00 "
I1474,2489,3 BHK,3,2,No,1916,1900-1920,Rural,Poor,No," $7,37,859.00 "
I1475,1161,2 BHK,2,1,No,1958,1941-1960,Urban,Poor,Yes," $9,34,336.00 "
I1476,811,2 BHK,2,1,No,1909,1900-1920,Downtown,Excellent,Yes," $8,59,427.00 "
I1477,3420,4 BHK,4,3,Yes,1998,1981-2000,Rural,Poor,No," $4,17,304.00 "
I1478,1582,2 BHK,2,2,No,1983,1981-2000,Suburban,Poor,No," $4,78,416.00 "
I1479,3471,4 BHK,4,1,No,1917,1900-1920,Downtown,Fair,Yes," $6,62,665.00 "
I1480,1254,2 BHK,2,2,No,1944,1941-1960,Downtown,Excellent,No," $2,51,474.00 "
I1481,4630,4 BHK,4,2,No,2007,2001-2020,Rural,Good,Yes," $4,56,782.00 "
I1482,852,2 BHK,2,1,No,1990,1981-2000,Suburban,Good,No," $8,74,254.00 "
I1483,1402,2 BHK,2,3,Yes,1958,1941-1960,Rural,Good,Yes," $4,19,556.00 "
I1484,4388,4 BHK,4,2,No,1961,1961-1980,Suburban,Excellent,Yes," $8,87,654.00 "
I1485,658,1 BHK,1,1,No,1958,1941-1960,Downtown,Good,Yes," $9,30,520.00 "
I1486,2477,3 BHK,3,2,No,1948,1941-1960,Urban,Excellent,Yes," $5,43,301.00 "
I1487,1456,2 BHK,2,3,Yes,1999,1981-2000,Downtown,Fair,No," $4,02,594.00 "
I1488,2571,4 BHK,4,3,Yes,1962,1961-1980,Urban,Fair,Yes," $4,93,884.00 "
I1489,903,2 BHK,2,3,Yes,1986,1981-2000,Urban,Excellent,No," $6,83,654.00 "
I1490,3279,4 BHK,4,1,No,1931,1921-1940,Suburban,Good,Yes," $4,22,222.00 "
I1491,1887,3 BHK,3,1,No,1909,1900-1920,Rural,Excellent,Yes," $6,38,141.00 "
I1492,3953,4 BHK,4,3,Yes,1910,1900-1920,Suburban,Excellent,No," $2,35,715.00 "
I1493,1455,2 BHK,2,1,No,2001,2001-2020,Downtown,Poor,No," $9,60,226.00 "
I1494,2212,3 BHK,3,3,Yes,1969,1961-1980,Rural,Excellent,No," $2,03,405.00 "
I1495,1773,3 BHK,3,1,No,2022,2021-2040,Urban,Poor,Yes," $4,59,174.00 "
I1496,4311,4 BHK,4,3,Yes,2004,2001-2020,Urban,Fair,Yes," $6,26,730.00 "
I1497,3125,4 BHK,4,2,No,1961,1961-1980,Downtown,Poor,No," $4,64,170.00 "
I1498,2882,4 BHK,4,3,Yes,1946,1941-1960,Rural,Excellent,Yes," $2,80,755.00 "
I1499,1941,3 BHK,3,3,Yes,1933,1921-1940,Downtown,Fair,No," $5,83,963.00 "
I1500,3479,4 BHK,4,1,No,1999,1981-2000,Downtown,Poor,Yes," $1,39,590.00 "
I1501,2297,3 BHK,3,1,No,2000,1981-2000,Suburban,Excellent,Yes," $4,20,714.00 "
I1502,4890,4 BHK,4,1,No,1916,1900-1920,Downtown,Fair,Yes," $3,43,805.00 "
I1503,4509,4 BHK,4,1,No,2003,2001-2020,Rural,Poor,No," $6,38,577.00 "
I1504,1894,3 BHK,3,1,No,2003,2001-2020,Downtown,Excellent,Yes," $67,184.00 "
I1505,4781,4 BHK,4,1,No,1953,1941-1960,Rural,Excellent,No," $8,84,395.00 "
I1506,1769,3 BHK,3,2,No,1975,1961-1980,Urban,Good,No," $7,31,182.00 "
I1507,4214,4 BHK,4,3,Yes,1984,1981-2000,Downtown,Good,Yes," $5,05,519.00 "
I1508,1029,2 BHK,2,3,Yes,1939,1921-1940,Rural,Poor,No," $2,57,537.00 "
I1509,4123,4 BHK,4,3,Yes,1918,1900-1920,Urban,Poor,No," $8,41,699.00 "
I1510,3458,4 BHK,4,2,No,1966,1961-1980,Rural,Poor,Yes," $2,33,719.00 "
I1511,3414,4 BHK,4,3,Yes,1981,1981-2000,Urban,Excellent,No," $8,99,246.00 "
I1512,4091,4 BHK,4,2,No,1952,1941-1960,Suburban,Poor,No," $8,72,457.00 "
I1513,2647,4 BHK,4,2,No,2014,2001-2020,Downtown,Excellent,Yes," $1,71,246.00 "
I1514,3869,4 BHK,4,2,No,1963,1961-1980,Downtown,Poor,Yes," $3,89,749.00 "
I1515,1439,2 BHK,2,3,Yes,1982,1981-2000,Urban,Excellent,Yes," $7,06,341.00 "
I1516,1025,2 BHK,2,2,No,1946,1941-1960,Suburban,Excellent,No," $8,79,868.00 "
I1517,501,1 BHK,1,3,Yes,1905,1900-1920,Rural,Good,No," $7,23,832.00 "
I1518,874,2 BHK,2,3,Yes,1915,1900-1920,Suburban,Fair,Yes," $2,00,408.00 "
I1519,2840,4 BHK,4,1,No,1971,1961-1980,Rural,Excellent,No," $7,30,947.00 "
I1520,4505,4 BHK,4,1,No,2011,2001-2020,Rural,Poor,Yes," $9,13,624.00 "
I1521,3552,4 BHK,4,2,No,1917,1900-1920,Downtown,Good,Yes," $2,87,439.00 "
I1522,2865,4 BHK,4,2,No,1951,1941-1960,Urban,Poor,Yes," $9,57,023.00 "
I1523,2025,3 BHK,3,3,Yes,1947,1941-1960,Downtown,Poor,No," $3,96,655.00 "
I1524,4976,4 BHK,4,2,No,1942,1941-1960,Downtown,Excellent,No," $5,83,953.00 "
I1525,2146,3 BHK,3,2,No,1938,1921-1940,Downtown,Excellent,Yes," $7,32,457.00 "
I1526,513,1 BHK,1,3,Yes,1948,1941-1960,Rural,Fair,Yes," $9,27,709.00 "
I1527,2778,4 BHK,4,2,No,2012,2001-2020,Downtown,Excellent,No," $6,26,762.00 "
I1528,3655,4 BHK,4,2,No,1911,1900-1920,Rural,Excellent,Yes," $7,77,333.00 "
I1529,629,1 BHK,1,3,Yes,2008,2001-2020,Urban,Fair,No," $4,68,401.00 "
I1530,4314,4 BHK,4,3,Yes,1909,1900-1920,Rural,Poor,Yes," $1,25,911.00 "
I1531,3716,4 BHK,4,1,No,1970,1961-1980,Rural,Fair,Yes," $1,42,643.00 "
I1532,3438,4 BHK,4,3,Yes,2009,2001-2020,Suburban,Fair,No," $8,66,916.00 "
I1533,4428,4 BHK,4,1,No,1954,1941-1960,Downtown,Fair,No," $3,09,383.00 "
I1534,2540,4 BHK,4,2,No,1900,1900-1920,Downtown,Good,No," $4,13,309.00 "
I1535,527,1 BHK,1,3,Yes,1948,1941-1960,Downtown,Poor,No," $2,26,682.00 "
I1536,2613,4 BHK,4,3,Yes,1935,1921-1940,Downtown,Good,No," $7,56,167.00 "
I1537,1752,3 BHK,3,3,Yes,1920,1900-1920,Suburban,Good,Yes," $8,62,267.00 "
I1538,4856,4 BHK,4,2,No,1936,1921-1940,Suburban,Excellent,Yes," $8,00,639.00 "
I1539,2546,4 BHK,4,1,No,2015,2001-2020,Suburban,Fair,No," $1,46,453.00 "
I1540,4523,4 BHK,4,2,No,1923,1921-1940,Suburban,Fair,No," $6,28,078.00 "
I1541,4896,4 BHK,4,2,No,1954,1941-1960,Downtown,Good,Yes," $7,82,320.00 "
I1542,3874,4 BHK,4,3,Yes,1924,1921-1940,Rural,Excellent,Yes," $8,46,075.00 "
I1543,3966,4 BHK,4,1,No,1906,1900-1920,Urban,Excellent,No," $3,87,990.00 "
I1544,3581,4 BHK,4,2,No,2005,2001-2020,Suburban,Excellent,No," $4,62,167.00 "
I1545,4278,4 BHK,4,3,Yes,1980,1961-1980,Rural,Poor,Yes," $5,35,320.00 "
I1546,1129,2 BHK,2,2,No,1992,1981-2000,Suburban,Good,No," $4,58,449.00 "
I1547,769,1 BHK,1,2,No,1993,1981-2000,Downtown,Poor,Yes," $5,87,488.00 "
I1548,3139,4 BHK,4,3,Yes,1970,1961-1980,Downtown,Excellent,Yes," $6,26,563.00 "
I1549,2493,3 BHK,3,3,Yes,1996,1981-2000,Rural,Excellent,No," $5,19,284.00 "
I1550,3391,4 BHK,4,1,No,1970,1961-1980,Rural,Excellent,Yes," $9,25,433.00 "
I1551,3932,4 BHK,4,2,No,2021,2021-2040,Rural,Fair,Yes," $7,26,651.00 "
I1552,1780,3 BHK,3,3,Yes,1923,1921-1940,Downtown,Good,Yes," $3,54,592.00 "
I1553,2860,4 BHK,4,3,Yes,1910,1900-1920,Downtown,Fair,No," $9,98,084.00 "
I1554,1075,2 BHK,2,1,No,1972,1961-1980,Urban,Poor,Yes," $6,65,973.00 "
I1555,1807,3 BHK,3,1,No,1911,1900-1920,Rural,Fair,No," $4,64,562.00 "
I1556,3692,4 BHK,4,3,Yes,1934,1921-1940,Urban,Good,Yes," $8,47,051.00 "
I1557,3678,4 BHK,4,1,No,1962,1961-1980,Suburban,Fair,Yes," $6,79,742.00 "
I1558,3234,4 BHK,4,3,Yes,1967,1961-1980,Urban,Excellent,Yes," $5,76,054.00 "
I1559,2712,4 BHK,4,2,No,1999,1981-2000,Suburban,Poor,Yes," $8,39,981.00 "
I1560,2852,4 BHK,4,1,No,1991,1981-2000,Suburban,Poor,Yes," $7,24,053.00 "
I1561,4068,4 BHK,4,2,No,1956,1941-1960,Urban,Excellent,No," $5,05,235.00 "
I1562,2155,3 BHK,3,2,No,1912,1900-1920,Rural,Excellent,No," $5,40,674.00 "
I1563,2079,3 BHK,3,2,No,1922,1921-1940,Suburban,Excellent,Yes," $8,30,644.00 "
I1564,2703,4 BHK,4,3,Yes,1982,1981-2000,Rural,Good,No," $9,44,370.00 "
I1565,1890,3 BHK,3,2,No,2005,2001-2020,Downtown,Fair,No," $9,64,105.00 "
I1566,2242,3 BHK,3,2,No,2000,1981-2000,Suburban,Poor,Yes," $5,43,496.00 "
I1567,2425,3 BHK,3,2,No,1938,1921-1940,Downtown,Fair,No," $8,84,760.00 "
I1568,1119,2 BHK,2,3,Yes,1987,1981-2000,Urban,Excellent,No," $5,20,917.00 "
I1569,1774,3 BHK,3,2,No,1979,1961-1980,Rural,Excellent,No," $2,70,172.00 "
I1570,1456,2 BHK,2,2,No,1996,1981-2000,Urban,Fair,No," $75,301.00 "
I1571,2439,3 BHK,3,1,No,1911,1900-1920,Suburban,Poor,Yes," $6,19,051.00 "
I1572,4453,4 BHK,4,3,Yes,1933,1921-1940,Downtown,Good,No," $2,01,837.00 "
I1573,2881,4 BHK,4,2,No,1970,1961-1980,Suburban,Fair,Yes," $8,81,219.00 "
I1574,1468,2 BHK,2,1,No,1974,1961-1980,Urban,Excellent,Yes," $9,57,107.00 "
I1575,1816,3 BHK,3,3,Yes,1930,1921-1940,Rural,Excellent,No," $57,425.00 "
I1576,1543,2 BHK,2,3,Yes,1992,1981-2000,Rural,Good,Yes," $3,25,001.00 "
I1577,781,1 BHK,1,3,Yes,1961,1961-1980,Suburban,Fair,No," $2,33,843.00 "
I1578,3344,4 BHK,4,3,Yes,1912,1900-1920,Suburban,Good,Yes," $4,05,143.00 "
I1579,1558,2 BHK,2,3,Yes,1930,1921-1940,Downtown,Good,No," $4,65,660.00 "
I1580,4793,4 BHK,4,3,Yes,1901,1900-1920,Urban,Poor,No," $8,33,849.00 "
I1581,3032,4 BHK,4,2,No,2002,2001-2020,Suburban,Poor,Yes," $6,15,745.00 "
I1582,4328,4 BHK,4,2,No,1914,1900-1920,Downtown,Excellent,No," $5,45,496.00 "
I1583,1508,2 BHK,2,2,No,1956,1941-1960,Suburban,Fair,No," $7,85,101.00 "
I1584,1729,3 BHK,3,2,No,1974,1961-1980,Rural,Poor,No," $4,43,920.00 "
I1585,1535,2 BHK,2,1,No,1933,1921-1940,Downtown,Excellent,No," $5,79,740.00 "
I1586,775,1 BHK,1,2,No,2002,2001-2020,Downtown,Fair,Yes," $1,61,153.00 "
I1587,3240,4 BHK,4,3,Yes,1967,1961-1980,Suburban,Excellent,Yes," $8,75,294.00 "
I1588,2789,4 BHK,4,2,No,1974,1961-1980,Urban,Poor,Yes," $2,42,543.00 "
I1589,1739,3 BHK,3,2,No,1928,1921-1940,Rural,Excellent,No," $5,29,274.00 "
I1590,625,1 BHK,1,3,Yes,1965,1961-1980,Urban,Fair,Yes," $3,30,444.00 "
I1591,4565,4 BHK,4,2,No,1915,1900-1920,Downtown,Fair,No," $9,77,070.00 "
I1592,4812,4 BHK,4,2,No,1938,1921-1940,Urban,Excellent,No," $4,50,717.00 "
I1593,4368,4 BHK,4,2,No,1976,1961-1980,Downtown,Fair,No," $51,845.00 "
I1594,1708,3 BHK,3,1,No,1936,1921-1940,Urban,Excellent,Yes," $1,69,342.00 "
I1595,3749,4 BHK,4,2,No,1980,1961-1980,Suburban,Fair,Yes," $8,75,613.00 "
I1596,1418,2 BHK,2,3,Yes,1920,1900-1920,Urban,Excellent,Yes," $5,00,479.00 "
I1597,4423,4 BHK,4,3,Yes,1943,1941-1960,Downtown,Excellent,Yes," $8,11,654.00 "
I1598,4903,4 BHK,4,2,No,2023,2021-2040,Rural,Excellent,No," $8,13,292.00 "
I1599,2469,3 BHK,3,2,No,1918,1900-1920,Rural,Good,Yes," $7,68,398.00 "
I1600,3293,4 BHK,4,2,No,1970,1961-1980,Rural,Fair,Yes," $2,98,850.00 "
I1601,1391,2 BHK,2,3,Yes,2001,2001-2020,Downtown,Poor,Yes," $7,88,650.00 "
I1602,4970,4 BHK,4,3,Yes,1907,1900-1920,Urban,Excellent,Yes," $2,97,688.00 "
I1603,2533,4 BHK,4,1,No,1976,1961-1980,Rural,Good,No," $6,08,692.00 "
I1604,1864,3 BHK,3,1,No,2000,1981-2000,Rural,Poor,Yes," $5,96,852.00 "
I1605,628,1 BHK,1,1,No,1965,1961-1980,Rural,Excellent,Yes," $6,72,186.00 "
I1606,1514,2 BHK,2,3,Yes,1940,1921-1940,Suburban,Poor,Yes," $3,30,371.00 "
I1607,2299,3 BHK,3,1,No,1974,1961-1980,Downtown,Good,No," $5,70,919.00 "
I1608,2018,3 BHK,3,2,No,1987,1981-2000,Downtown,Poor,Yes," $1,45,259.00 "
I1609,4681,4 BHK,4,2,No,1969,1961-1980,Downtown,Excellent,Yes," $1,74,451.00 "
I1610,1698,3 BHK,3,3,Yes,1960,1941-1960,Downtown,Poor,Yes," $4,90,691.00 "
I1611,4373,4 BHK,4,1,No,1925,1921-1940,Downtown,Poor,No," $67,215.00 "
I1612,2974,4 BHK,4,2,No,1970,1961-1980,Suburban,Excellent,No," $1,80,577.00 "
I1613,3985,4 BHK,4,3,Yes,2020,2001-2020,Urban,Good,Yes," $8,32,680.00 "
I1614,4549,4 BHK,4,1,No,2002,2001-2020,Suburban,Good,Yes," $1,21,074.00 "
I1615,4219,4 BHK,4,2,No,1982,1981-2000,Rural,Poor,No," $9,89,203.00 "
I1616,802,2 BHK,2,1,No,1969,1961-1980,Suburban,Fair,No," $6,82,909.00 "
I1617,4452,4 BHK,4,3,Yes,2006,2001-2020,Downtown,Poor,No," $9,79,958.00 "
I1618,1486,2 BHK,2,1,No,1928,1921-1940,Suburban,Fair,No," $7,53,577.00 "
I1619,2363,3 BHK,3,3,Yes,2006,2001-2020,Downtown,Poor,No," $1,56,759.00 "
I1620,4940,4 BHK,4,1,No,2002,2001-2020,Suburban,Good,Yes," $1,78,471.00 "
I1621,3572,4 BHK,4,2,No,1965,1961-1980,Downtown,Poor,Yes," $8,58,143.00 "
I1622,3624,4 BHK,4,3,Yes,1918,1900-1920,Rural,Poor,Yes," $4,58,275.00 "
I1623,1827,3 BHK,3,3,Yes,1967,1961-1980,Downtown,Fair,Yes," $6,22,686.00 "
I1624,2908,4 BHK,4,3,Yes,1957,1941-1960,Suburban,Good,No," $8,37,718.00 "
I1625,4173,4 BHK,4,1,No,1969,1961-1980,Rural,Fair,No," $2,15,369.00 "
I1626,3791,4 BHK,4,1,No,2012,2001-2020,Suburban,Poor,No," $6,82,592.00 "
I1627,4533,4 BHK,4,2,No,1956,1941-1960,Rural,Excellent,No," $1,54,959.00 "
I1628,1203,2 BHK,2,3,Yes,1936,1921-1940,Urban,Poor,No," $2,89,317.00 "
I1629,1074,2 BHK,2,3,Yes,1960,1941-1960,Urban,Poor,Yes," $7,31,845.00 "
I1630,3732,4 BHK,4,1,No,1991,1981-2000,Urban,Fair,Yes," $3,72,111.00 "
I1631,3132,4 BHK,4,1,No,1929,1921-1940,Suburban,Excellent,Yes," $9,34,235.00 "
I1632,4328,4 BHK,4,2,No,1970,1961-1980,Suburban,Excellent,Yes," $1,79,745.00 "
I1633,3730,4 BHK,4,2,No,1972,1961-1980,Rural,Fair,Yes," $1,04,583.00 "
I1634,988,2 BHK,2,1,No,1924,1921-1940,Rural,Good,No," $6,98,365.00 "
I1635,1847,3 BHK,3,3,Yes,1996,1981-2000,Rural,Excellent,No," $4,94,846.00 "
I1636,4181,4 BHK,4,2,No,1964,1961-1980,Rural,Excellent,No," $1,61,359.00 "
I1637,3673,4 BHK,4,1,No,2014,2001-2020,Downtown,Fair,No," $6,01,374.00 "
I1638,2167,3 BHK,3,1,No,1905,1900-1920,Urban,Good,No," $7,21,844.00 "
